,max_rank,min_rank
B00JU5OG38,550920,19128
B075VRSJ38,4767136,165257
1521534799,4144529,169012
B077ZCGL3C,2692685,114553
B004OL2HKC,1527504,150812
B00H8TK1DM,1363570,118486
B00U1RWWZS,1993132,147324
178404766X,4757303,3213512
B00O0198SK,810110,143459
B01NA82OQF,891505,24927
B07CZ7766F,568337,59428
0375726276,784871,44749
0984105204,12425800,8687161
1946540579,9017880,385857
B07DHZLM1T,677070,63233
B06Y1XPVFL,1156719,34978
034545684X,277091,18509
B00IGMRBM4,617876,55042
B00MJ7C0R8,3069602,2948441
B071GPGDWV,1159578,107380
B078PDB95T,2201373,100616
0566086654,857341,34272
142141810X,1052071,50013
1787051714,2555765,52922
0810129515,2372891,109507
0439417848,20293,67
B009K4ZS18,480323,29148
0415781809,4134942,132081
B01NAWAG9J,398390,520
B00KAKA5KK,1658726,227409
B0725QYGHQ,1396068,56494
1633570363,3002617,196232
1457186896,625534,9419
0814736416,2032720,85042
0544828704,2580,1628
0553296124,18825,637
0310753066,131808,14748
0990557383,2704873,111074
3895662488,15147885,12085888
1501126229,414548,7235
0670785938,38556,3962
9351362442,1558108,90926
194707234X,19773126,227648
1481492063,149377,4706
B076Z42D8D,739990,60465
B07BYXXGCW,2250787,94977
1479395897,1846302,84190
B01E9DRPPG,761579,78088
B00LWE0QZC,71776,36
B076LZFLHR,70274,5605
0786966114,251,6
0307889785,176437,9166
B0741F9P3S,59007,13089
1250113326,206258,6004
006095616X,50559,5445
0553513346,725590,12579
3746632382,5815924,239041
1618686984,1359702,71016
0804137609,55621,1363
1259862259,334440,3827
B00991EBYW,3047439,115237
B01MDVDNVV,774296,41576
B01M7X00VD,14126,365
0989840107,1080220,28142
B00CWXLWTQ,4837751,4138514
0830743936,3243992,1316169
1509216294,5069809,181311
1338196995,999275,29764
B00FA62HKK,1860043,87441
3442483131,8080608,135603
B00CSD6B96,3317203,166451
B00MMTMCTY,1535142,101776
B07BZFP1CH,2041146,1521917
B07D9VQ3DK,61169,14068
1517904013,3955244,92069
0718034635,50895,1289
0688128971,28213,1795
1463682182,6448339,4511541
0199959110,624843,12701
3596185351,1877213,73451
395631333X,6328693,6274386
1521347751,10327797,191877
1785951459,3555085,56860
1617731404,1355761,63512
B079214MXB,235917,417
1841767727,1205596,64355
B00ABDHWYS,2624138,242009
0963219057,773485,45710
0062275194,1418783,126044
B071X7TQ13,1907575,124905
1138088609,1974879,58570
1549941216,6723189,754931
0985300043,1923381,59751
B003H29CJI,395787,49834
1329547926,9946158,993660
0062021397,2058699,139638
0773548254,10095216,7755990
B00LJK7LFC,500715,43385
1537769588,9901300,8539129
B009VMCBH8,1463989,105695
1420099825,1125998,36094
022640305X,3430303,84881
1631522205,889227,39994
B072MJLDN8,787536,12374
1537753525,29602,4215
1978255136,2500194,47022
1617452432,982550,44226
152474199X,20663,1632
3520449013,12260181,10331754
1595148582,785927,35073
B01N2W8IEN,1146784,83497
B008C1VJ68,2139825,117744
B01E2MQUVY,7591,168
0449910032,560240,22215
B079BJXJSC,1912660,101493
B06Y39FHXY,505514,9491
B007CC2RRS,805966,55839
0446394599,34680,2850
B00H5S1OCI,1534644,60531
B077MW1N7G,4769822,51451
B00IDNY9U8,336266,6290
020584684X,380361,73823
3937248137,17118833,285561
032504693X,60377,1077
0373608608,4519053,123744
B004P1J3KI,3856735,2902395
B00SCIKL4C,1391428,1365280
0812983459,27232,3232
0061792268,271811,429
1312896434,9876019,2702127
1520126190,643576,38640
B07D7JCPB9,125195,2428
B007AUWLU0,599114,53014
B01MUB7WS6,501070,18556
1451659695,571970,3073
B01DDY4YJ2,4240919,118073
1401950086,257176,54338
B07B8DXQ4J,27860,723
0990915573,1662129,95679
B073NTVNS6,239322,2694
0345428579,1794642,82809
1401944590,12399,1463
B079C3K625,14100,453
0800723236,154390,4390
B0786P1ZN8,1390710,107765
B07DR8BC53,885492,119903
0976009560,2559531,94581
B01JRE5HAC,789834,48077
B004CFAWHK,360035,43321
1510704000,2023773,130846
0980898714,1259267,50590
B01NAWAH85,1175,1
0981739644,1637027,54110
1973771373,2961396,120909
B006S6PR8A,2853622,171497
B07DQ6N84K,17803,4983
1451646976,346476,50700
1440557373,7794101,5343577
1621050203,1466357,102089
0987153226,17528907,14816599
0140100180,283473,9845
B00PEBGU1S,1622327,184058
1608198065,94709,3366
B01JPFWPLC,2205038,133909
1848615272,4440509,81751
1476752273,292179,1541
0205003788,680248,6322
149263221X,268174,8878
1771484179,7483927,23809
B00XCNBOUC,665266,65433
B00WALD8A6,492494,43906
B00ZNE17B4,46423,4915
B00OFU7N7O,1308262,170845
1496977483,4303033,3138363
1454916184,442147,21298
2070124266,6369596,114351
B073X1VK6N,481795,8750
B071HXXLJB,25882,168
1781281238,3873091,485016
0984183523,27440,1475
B00U7L2T10,3011694,2132660
1782799788,1935393,127310
B075K7LN6D,14736,45
0062441167,989999,20519
B00HVTEHNE,4828922,4127642
162157413X,661093,14234
0553380990,4297,738
1925711838,2953964,102221
1616144955,806315,62781
B015272C7E,205200,3647
B06Y482N8W,1002347,63306
1456492543,394936,18961
0553563386,632465,30196
B074QSX1J6,3416253,3189848
B00A9T8KKY,824067,42849
1469971879,976004,102265
B00K5KG56S,1954729,146469
B016ZNRC0Q,1076,4
B001ULD4OC,2334973,137016
B01A99ABO6,609525,52998
B018Y69764,3753380,2787752
B01839Q4KO,136902,19184
B00OSG38LA,3639888,2673996
1425364845,13711633,10308504
B0786JNS9X,28521,998
B015JH35IC,1393083,1374670
1505730880,3993931,3590690
1681310155,2090312,43507
B01BCP70TU,2210971,1579344
B01BY01MOC,35104,3263
351846437X,12873232,12481934
B01D0OB2ZO,8741,45
B071L66WPP,440868,19422
B00LX7LS0K,3991590,3060651
B00HYN8NVE,1556715,246718
B06XHKCL1Q,195081,304
B00HZLTIZK,1577019,29917
B00087K8YI,11208128,7414526
0316556823,705753,4217
B003X27OII,2707243,2371432
0991278518,6180108,5282188
1682615812,495631,624
1622730143,5752411,5408113
B00QRVYXZO,597567,52970
B07D7BHK1L,5128,1842
0803283911,41718,4151
150890149X,2170964,62921
B06W5382SK,651405,14083
0864926766,4596089,101664
1452258929,918266,12620
B078XMXRGM,256766,2114
1531660169,7955725,4993251
B00H0HKMJU,1981778,170516
B00DNGSBQI,1061554,34149
1682613100,1359538,19313
3937452206,12542783,10329743
098500262X,8031230,6805432
9038925913,2950986,64047
1408885263,477576,8329
1464209081,1206989,50845
B01N6CQXKE,2481195,2371432
0718183541,769269,33212
0998215945,2406523,64923
B01B00KQ4S,2867053,197705
0425256294,109092,2358
1433669331,346969,10796
B00DH01S0Q,1107394,145638
1101996684,360959,12895
1515263584,1429026,102870
B00GXHWUOI,1435682,143458
B073HGK11T,783262,35364
B074PP8J6S,300099,10290
1449363210,289140,9830
B074TZGTT3,436698,41723
B007UII700,1016089,112104
1464206457,2098912,56340
1620355191,1940993,25682
0996675396,2821110,102175
144248053X,3193642,138374
B01LZIUT4Y,1735796,165877
0679749861,329768,17212
1784520799,10966162,118943
0316225983,22547,974
1566638038,2511957,104020
0830851224,1413054,57311
0954831888,12001980,9631543
B015UDFYQ6,536818,5037
0393239179,1139177,84964
B01BBXF0HC,7136,491
B0191X34I6,79438,126
B000TIA13Y,2797324,93089
1517676215,4547208,257304
1250032865,1194592,58869
B019ZS0SHM,485513,28928
B003T0G6S8,1660253,117682
0934351910,2493457,64985
B00OME9QO6,1834822,126848
B00PP36DYO,120413,18066
1786490013,912974,87002
B0714D4YMK,2270272,174958
B072YBJ144,1538926,78578
0692530142,8128004,6982916
B06Y1D1TV1,14051,40
B00NSYO4S4,1038661,114388
B016N3I28Y,2103508,157946
1118982428,1642497,71385
B00UVLQP8Y,905036,131609
B078LDZW85,1962298,152068
B00EZQ2BZC,113631,2667
0712356231,1281949,110093
3551362521,8320247,169007
1602605750,9930801,196583
B01M8MNWB5,1464166,68869
B075G3SW6J,343019,4794
0805094601,322812,23229
B00MAOZJUA,1893353,110364
B008QHXSC6,1279559,103295
B0043VEGR0,2338123,1665997
B00VQGK8GI,938030,30017
B008KKJ9HC,609513,62496
0446676136,139354,21357
B0109O7VMQ,772533,66041
1597802891,2308954,75764
0345470664,1003323,38462
1250107814,96,2
B0756ZW6B8,2558817,148908
1435719611,1117316,65185
038072099X,4599845,197293
B01M7WE354,110811,4430
B01KABV4VM,2947604,2553363
1400074703,1053580,20288
0008212163,5557218,330792
0300198205,859752,9936
0062381644,399239,16503
0817011218,257303,7830
B07DGZCW21,428807,23848
B00UW2F9K2,618974,79038
B073WZ5BPM,408830,8882
B06XPXL6T6,292068,888
0761536434,327647,16263
B018TZ81P8,583291,29678
B00BB9R7OQ,3006453,2265047
1908684542,4823020,114443
0997319615,79189,5429
1927409039,3774392,129056
B01MRQZMRG,713619,14220
B076B2C1TR,3497252,182443
0071381392,17901,1835
B074XHQDY7,3678663,611986
B073774KTH,3744864,3311332
0525572449,163501,23426
B01MXTW5VY,265627,20988
B00MEI4L7E,426578,4726
0765390191,5249049,86867
1601427913,373376,1266
1910881937,2019386,18690
B079WG16ZJ,1176871,79862
B078PQZFGY,1034625,75244
1609499131,1407366,68458
1938301889,3199335,232942
0062413597,26988,79
B01AXCMH4G,144756,2987
081225001X,579660,18180
0195004620,527784,7097
0812982622,15641,1207
1250106079,1139925,44719
046501478X,1931044,89837
0374302871,537797,10460
B004T2BTCI,2494731,106140
B01GBKB3T4,654094,52427
1592577504,553633,20693
9176374238,8913345,150784
0385614322,614309,40828
1772263451,8387004,95398
0749021721,5950206,88457
1641110333,2498431,36588
0393925307,657969,25625
B01CWYTJTY,857004,27226
B079ZXYFC5,589364,27466
2376190029,61549,3365
B01N6TIX6V,1343849,21030
B00MAOW6NS,94159,54
1476770271,820875,31662
1119356296,81024,16558
1941234518,1659,42
0439121949,2254538,42084
B008J2G5Y6,4746,1139
022610611X,1486891,66944
1250006473,530620,19676
1426790171,868050,8768
B01CYMMVHQ,606646,56653
1431424854,5643965,119810
B019D70HE4,2110897,161629
B0722TJN5P,42592,2887
1250158060,1044,1
B01N95PLMO,244680,1674
B0786QPRGP,38722,291
0190231440,2232331,67295
1891792318,600200,11712
1107533104,3639995,104504
1549557009,8895081,1175028
B00D6NSBOA,414086,42545
B0765691C5,1839,3
B01F0KL7Y2,235436,4640
B00O98QEZ4,1352489,99989
0812989309,560218,13694
0691163731,2549987,36665
0373719256,2122469,111409
B075JKX31B,2987455,187158
1416990747,715374,21115
0679723951,43675,4453
1442268670,503321,23588
B01HQTK5MU,965624,72512
0231177771,1865116,1839590
B074RKLFPD,1561388,55709
B076L95MFD,2589111,130577
B0793332GP,3904870,164314
B075STS7W6,477341,11920
B078PVDNPR,509980,39277
B01N6SERLY,833021,9512
B077FJMSZC,3544822,1673880
B00WAQC33Y,570858,48952
B079KBPJ33,1260411,1194197
B07593CSPX,724402,18755
159554805X,1193923,55956
B00VZ0Y1VS,2405510,1713617
B0774DWYJT,88861,1791
B077ZTF7B5,640588,14180
1519037546,11509172,4412856
B012LMU4QO,1130341,48866
0738742090,1325458,57178
0802124712,802192,21254
0123850576,661730,17959
1973117770,3194087,63635
B01BVKZ2X2,57636,9161
B077WSVY2B,322909,1065
B0793QXR9P,353834,313
B00G4T13ES,2048924,154880
048626968X,79596,3840
B07B2YHBP4,681514,21934
185070595X,3012478,96209
1452145423,99599,1357
0747275874,8524534,5703480
B07CG8PHR5,606984,54160
151743288X,8891786,5210531
B01FBFLCQ4,1485780,110190
B007MB7D5U,4207173,3304153
B07C38GG4Z,40890,6334
0596522347,37899,3147
1780662203,1735963,42793
B01LHT665U,556523,7378
B01NBTRHD8,24843,11643
B074T4BGQQ,355872,5663
1542046637,974198,8206
149520989X,13468852,10016633
B071VCPH9B,631958,11024
153685803X,1530439,57752
B00OY9JFX6,1236772,85524
189694437X,12232290,8437548
B07D174GS3,1846515,115080
0787987751,270442,7550
0134558928,2182938,26507
B079NPWMY3,885724,101193
B06W2JZJZ9,66905,10
1484707230,1794,41
1934081353,16615736,13791523
0545630096,26999,2559
B07BWZV2ZJ,375945,33289
1925335291,1523851,52896
B01HA426NC,540032,2822
1405263318,10028682,8774508
074902240X,4869371,156346
B072JC7NM2,1147481,38342
1250060532,1813543,165291
B01N2U0XE6,1499628,25407
1614292965,59712,1954
1615382402,810642,29258
0743497465,100413,4193
B01K15MQZA,4254815,1235344
0618446877,378307,20035
B01N7QRRCF,2623952,113740
B00GCD1KFS,507652,63602
0062130528,926266,57955
0806908335,409807,11296
B0756763K4,79502,5364
B0773B22TW,989469,87075
B07CTLLJK3,560824,47441
0789318547,533433,34943
054504636X,1364634,84625
B073FSWWWB,2650809,126568
0007189885,987707,53700
1608092879,3050536,37997
B01B1XM4B2,3009338,1339202
0553354116,136378,9627
B00AIWQC4S,800812,726214
B00Z3G239W,167156,101
B01N6SCHC8,61657,2211
B07816C84K,439801,40513
1597977144,1926042,103238
B014361E6K,2339039,167583
1107048117,1487309,50043
3596031850,10387058,216281
B0776SM7FH,573085,18
B073TQCZGL,568219,41430
0140007180,3084886,2857509
1937226670,1651336,71733
B01KXGENA8,3555710,2913102
B0791M4BR4,2124653,126213
B079343H8C,457411,5772
1623369029,67059,3737
B01B43XL8O,718391,7780
3319235575,2476754,107704
1569761469,1014495,49584
B01GO6M2RW,2897587,2294892
B0064VQDHI,34927,314
B0731CXB9N,1177154,27708
B07CGST1CY,219306,40279
145165443X,29913,2646
1937226255,1538628,55382
B073PTSN34,28611,1714
B07C1D4GSD,1052856,558454
B004VGHBNS,422361,49314
B01747K3QM,1336819,99983
159448600X,378461,19389
1479134368,3336690,161791
0140439188,483871,6074
B07BB4PVL9,1047019,57223
1614274835,1016390,40693
0062286927,449742,26060
B072JGT4XT,3643352,305305
3466345413,13883095,10526831
1583333002,7188,195
B01M1ON4NN,995589,1776
1631521136,1260131,62321
0345477383,1039448,51620
B078JCXFL7,4952887,4537599
B00994N0KU,890866,107771
0446537527,283876,10482
B0177AGQ4Y,539771,44248
3813506479,2009370,109803
0465029388,703937,36686
1771680423,269233,918
0774833998,10908234,1952165
0807010030,1805447,8210
178132218X,5618533,149659
0199386749,2010351,61727
159932315X,1197990,37447
1934255785,14966803,11864808
1849909679,512348,17258
0345347536,116795,9465
1521281807,10286075,9349381
B01121SUG6,33370,44
B00IPP9SMS,1902586,121071
0521672279,1189130,46814
0310080037,18812606,26918
B000FC11EM,85347,12856
B01HLY0Z6G,307129,5445
B00IMUAS8E,2101966,1503185
B012U1W2DO,1378531,110371
B0798LG8X8,1662979,82657
1908724013,2049820,99277
0764353209,4817823,227148
3407755309,13490878,10043490
B078XP2C1P,1268673,109189
095695054X,2049907,120375
0557312248,1351324,64983
0310324645,191154,3995
B07B2LVR8L,13702,248
B07C8R9ZTP,329558,16003
B01G5AWOV6,419638,15667
0141183047,203824,8472
B01MS885PW,448141,810
0399254056,161123,6358
B07DZ62QF8,304698,47502
B01LYPJE1G,443406,2485
0415468256,10730408,7072299
B074F4J3FJ,1419873,85694
B078RW4BB8,750385,16589
1940885388,1323107,69426
B002UUTGHG,2425623,224782
B01N4QX8XZ,683871,35383
B015DQEFE2,252656,2271
B01LW7RKNQ,611598,6236
1544103115,5642032,123539
0692062351,1948549,46450
022640689X,7868639,14980
197362043X,3124366,75433
1501180444,264592,3402
1337097535,598812,36811
B00UR1BBO6,60845,12676
009193558X,1709895,72854
0307887898,3411,343
1682612880,18630,42
111945218X,813224,31539
1250057795,2090539,111398
1850772789,2231551,68085
1519072007,3225914,75842
949272202X,6514166,176396
074329744X,431211,25502
B078LFDCGK,333242,4239
B01FOTUZZQ,2462338,107739
B00GQQPM2I,881983,79199
007162743X,2699287,1952926
1444940686,1879002,151026
1537713949,29801,2600
B06W2HZ27G,2650850,118992
1771274239,3940033,145821
1847563414,5518154,3928032
0060854936,62358,2637
B077XHRJYC,671498,5924
1631523694,439172,26540
1501121979,715697,36422
8129106582,19287745,18474201
1476706514,1196077,92963
B0763KWSHJ,3474013,36253
B01HU3OG6I,1839283,81195
111811521X,564058,7760
1782179674,2176935,122177
B06WVJB6FR,555816,23718
1101983930,767616,9141
B004P8K25Q,651187,98517
B07BH494JL,94347,9244
1502941007,124036,7607
B00K5GS0KQ,1318128,214523
1447290445,1520004,3943
1910254592,363534,12490
0735228515,31609,3040
B0764ZLTTZ,351619,4646
B008YNRACG,3058247,2201189
B07DHX84KJ,7510,1153
1680460595,3927661,3325311
0307464342,959469,51133
B01IILSFPE,3637619,2666309
B00LXHTFBE,2770096,225417
1683700481,1684830,66086
1944925236,4154517,187765
B018KFRVMQ,844135,68695
B00ERCZ0FC,2284190,2073800
0323399169,23985,2786
B0751Q7Y92,41831,546
1626365652,679504,2229
B003KGAZVK,456393,3199
1433555662,1218567,9586
1447248619,8720738,132568
B01501H4MK,327776,9958
0470057246,606258,20361
B0739NB15L,300733,1836
0998928232,8992741,130677
B00MRIZXB4,1973490,104815
B01HALT9HG,489890,39628
0674027345,2748273,121652
1439819637,2802329,189406
B074Z2HYCX,695200,112036
B01MDPIP75,845646,43620
0321663055,709142,4777
1476706131,163457,180
0062020706,662077,32740
1621840417,2743736,103192
B00RSOWC16,593384,328
0071763430,376855,17237
1628361948,1342978,52173
0875651593,2353222,91667
B00OHWZQVU,584542,4219
0553278320,341614,10199
0800720377,567993,13841
B073GW7B6H,26644,490
0385542364,7407,12
1681773309,1769171,5270
B017E0Z1XE,921686,58737
B01MYWFERB,2077268,78810
B07B7G3TRK,618630,38539
B00AMF2X9Y,640433,37670
1512357987,2695040,85139
1771552638,9527138,6249593
0517884402,242215,18825
B00E2UW63S,1584964,30775
1473973066,4242847,297064
B07CJT674D,20338,5232
B00985E9HS,336208,28575
1908724080,11316060,7498934
1477827609,11614039,7701718
0804139709,600418,21638
1974597830,5924510,2461181
B00KVO4T0W,373049,23546
B01EM9FQU8,756741,64770
0544535553,361710,6980
0300186614,2499099,59157
1857821769,1293994,91094
1841497347,5965383,5927676
3957574005,9106480,224492
B017ODJ3RQ,1076668,554245
1499044011,9373857,8923779
3838379586,11991721,8113298
B06XJRL11L,327892,42
B01KB8XC5A,27239,1035
B012MPRXL4,520348,56941
B079BL5ZTZ,145809,1473
B074W45H75,35444,8682
1783271299,6573148,144325
087140866X,236738,117
B004QWZJI6,178079,26197
0226286967,843997,4082
1419953575,4024777,239402
B0763SVCJW,334495,40367
1940754194,346274,6039
B077K5PPNY,792800,9371
B00HLJL3OU,1173598,73239
B00EA8EO00,246088,970
1937009688,5828541,960374
B076L139D1,4966724,4553946
B00MGBXZQ2,182139,14290
B00BAXFCZE,1746095,129068
B071CJDC66,294469,1687
B00KS3OVDG,209021,2299
1590213157,2941707,110804
B00TJ7SNP4,1321750,97257
1119143985,803883,32282
B00U7ZU8QO,1712375,65803
B00RRT30J0,673278,5835
B00M77XE2K,1088781,34535
B07CS3XN3J,400471,10316
B00ITYI5RE,199700,25325
B071KYZC4W,5665,58
9352772741,6149460,6020510
9937623324,2751553,122605
B06XCCSR2M,539328,33170
B00CQC9O5M,372073,2609
1409171280,887502,36913
0252080300,2231105,196017
B01F9KHTWM,1746472,98502
B079692D1N,2095025,1151148
1491960604,95404,9178
B01N1NCEMU,76930,2041
B076X7VYQD,411915,14837
039918533X,1370296,51492
B00VSLGOV4,1685487,149704
B0167BI548,2942771,158447
B078VBZFC1,610075,5617
1541697529,614539,28308
B00X8YUDNO,3111019,194326
1600611508,790638,21522
0986542725,4842393,112453
1732102406,2174507,24143
1785654764,597680,5817
099698710X,2716294,77602
1621365875,50622,2539
B01JZO44PI,1244483,35743
1522958398,2038376,74435
B00I2GZRIO,760202,34423
1533185298,2650317,91239
B00NJXK2IU,132728,25868
B075YF99P4,446659,4010
B00K7KC8YE,1455365,131453
B0137IKZP6,365124,10826
B015MR0UJG,3327,39
0312360118,235969,12000
0990772853,960483,36013
B00IUA8IN8,3173,58
1610977017,1604573,65407
B00S0BCH5M,842151,52359
B0031U073Q,1876128,105409
0307271080,259531,10765
0316414506,635156,46236
1440598495,1706355,125521
1414397933,504422,13476
B00NDFMKRA,648199,21787
1598695363,371128,8342
0393343871,1696146,60819
1338149024,3715409,143160
1983167525,1267550,125383
0060750561,628464,14352
2070793451,9883761,257059
1400075173,202927,13358
0972373748,3375109,187618
B078RLZ3GC,1899065,116075
B01I9BQA5U,4735,11
081297851X,800505,32530
022652843X,748827,28558
1909490768,1860833,63312
B00W8WN2JY,1792344,201717
1419723448,1870,26
B01AVNY6YQ,491954,18461
B073DGWD7S,940884,26883
1631490168,509325,184
B007L43LAY,1110234,112522
B00SEFAIRI,9185,156
B07997DTQ9,958153,82600
B00I2E5HVS,997329,91076
1932595279,3289360,105172
B00UK7I9VA,214251,580
1312877669,4903715,121294
3446209352,14155285,10950281
B00APEXMFG,1452786,152664
B017MW4I60,264577,3618
1623159695,396085,1651
1849050422,2246006,79739
0394520874,1524211,56615
0399594507,629065,18024
B076P5TK3F,820974,34373
1451627459,1245620,21808
1138240567,1996170,59803
B00TOXYN16,191956,16577
B00CLVACYA,1459293,106399
B076223M3N,220638,6008
B00O3NFR4Y,224540,28469
0805093079,27650,1196
1484208277,3603247,119696
1772263206,9128717,1094351
3442472571,6322476,4209401
B072JXVZMW,585778,21325
1408802988,4939229,2101895
B0058ONLW2,3416306,196252
0198565763,1008438,25689
B00KUV5H5W,2536323,2526727
1934513091,3825230,107461
B00OM9OKEC,60349,19035
1619356058,2645105,41903
1503227162,5344976,167739
0099525046,2665563,117382
0452262933,86045,23
3462048007,5224109,140991
B01CE5WP9W,565526,14426
1420122118,4021801,132792
B01DR7U2HI,1039996,78273
3827420814,17671973,17382878
B077C6T24Z,83500,18595
B078B7RHR7,146354,1353
B00N19TAJO,577289,53430
B01EWH1OXI,1070814,1056690
B0764HFM47,2329482,66673
0830822003,791824,41325
B01FA850EM,1748254,214505
1496085760,7197857,5169131
0345508017,253628,13330
0764503081,7478149,204411
1442254998,968818,17338
1849638802,13284531,9787861
B01K3010Y6,154233,8725
B07D837T6T,211101,5689
0465022049,922581,27374
9974798337,8162038,7668918
0099574489,2064419,95908
1594483493,3809,475
1118915232,1848323,195249
B0031RS4BG,491100,55824
B01N97492P,1082807,99523
153308954X,1227389,69104
B07CSBWNF2,565699,22159
B00Z5Z5NNO,162671,111
B00ABGT67Q,3142336,152025
B004BLK9WI,3869168,2915550
B01N4BCP0N,1239136,94952
0789448378,1011047,61817
B075QPH9XW,1439311,101768
0393337111,338284,8739
B01GQI3JDO,496400,3569
B07CVQ8WTC,977436,86821
3319487833,4857297,1496856
B01AGR87E2,652596,6880
B017J06WDW,900434,73962
1558749209,1531234,1450743
1439175640,9230,377
B07B79CJY7,1105800,68985
B01LFON1W8,453546,6154
B01071RG8A,83194,8817
152207712X,9792130,1401588
1783299738,1796506,15760
1904705391,3214263,1869634
1434841227,3213438,41984
0691153353,1071550,38654
B00Z1GCI44,439959,26005
B07CGPLRNB,201558,4038
B00RZT2WTG,297240,31071
1494214830,1762598,109430
0062125990,1909269,82346
1620355477,5076468,31648
161984673X,2076813,84963
0007501099,15505638,15195476
B009YEVGSI,407352,33956
0062307673,510193,3719
0756408806,365083,4241
B073N6DDQ6,1267421,41680
1612346243,4417228,3494510
B01L7NNVKY,803646,58419
1682811514,5339081,127036
1498512216,2755433,578545
B073C688YM,276873,18639
B0083M1PA6,2540989,2046509
B00HJV7BAU,1551327,113871
1615771115,941312,40252
B01LZFG1XD,782950,65708
0957261063,1625887,69209
0007364261,7462524,184820
031620384X,644550,29559
B00TQ6BKMG,200851,83
0857075993,6166744,5883920
B01HF9KB2A,1882497,123699
0080994253,2081155,81175
B009NTVRK6,4637515,3893200
1405231696,13374766,12403240
1419717014,3008,103
1618081152,2996679,2966639
3319622226,2679183,76197
1607185849,2164873,83049
0231162928,737970,19954
B01JW0COTI,643924,1944
0999184709,910682,64675
B074D3ZCJX,279375,3511
0373297831,3321820,156786
B072M2N9PQ,554715,24291
1593082649,1476770,51115
1623368170,1300737,8136
1482399695,5397371,176651
B01CV0XKXU,2310990,166815
B0792STH1Y,1845880,69404
007735477X,587939,2347
177226105X,352323,6559
B07CZJXHHM,897623,34620
076434868X,1104653,51553
0310515742,655499,11078
B00HXXLQ1Y,867630,76022
B01HUKCDZM,828665,70497
1400062756,30947,1773
B07BQM469R,57294,719
1785036602,909159,62200
B00XU6MF9A,1441219,99134
0998691224,2306059,42311
8187694254,3210399,103764
1259144380,304816,1646
1612510779,2733735,123034
1438006462,457257,5059
1473882249,2922095,103089
1948132176,4434638,114181
B01NBB15OF,3517810,3416561
B078SHS4N6,1928830,96796
1938008006,850323,54247
B008AK8FHM,13722,1428
B00VYVBY40,9048390,8761423
1623368391,44465,2
B06XY6KC5T,821950,3927
193664617X,1891667,108041
1250130166,849886,21022
0241303559,238272,7917
B074DFGKRK,947694,40773
B011EUC0RU,1123682,69418
0691000646,809789,66492
B0056A70ZW,3662773,213395
1501139886,52315,173
0091948118,747986,22320
013613498X,3888605,129870
0007204493,1141930,54854
B0058TTUNG,426828,31108
0226431789,293355,10419
B01GF2JT5S,411976,12724
034546544X,1178993,26576
B0728HC5QY,1487661,35114
1511515589,3452190,129139
0439874025,14778,1230
B0776H5T7B,284879,54471
B073XJL13C,562,3
0399173595,60182,853
1906188149,4618571,120757
B07BX27ZLM,863659,29331
B0728MLQKP,4969113,4556052
B01C9AKYT0,8201,766
B00NVJF6PG,274519,16991
B0738WKJQZ,882883,48633
B015WTK0VW,2052791,131309
B008KUCI3O,253677,3033
B004J4VXJU,488998,54920
1442248548,1333130,105116
159017951X,698660,24943
B06VSSZH23,422135,25592
0134772040,1500308,40388
B00IKOTSLU,384221,34129
0374531501,343521,16566
1444181823,2612009,272734
B077ZM6G1Z,607306,7487
1909526312,1373046,24752
B00EG0CWTC,1043090,91292
B07931MLHF,557954,606
1566706335,2133958,115153
B07B8F4NMV,1323059,100376
B0722XRLPM,481110,1783
1350037877,5149332,125760
B01MY8PRDP,481264,15889
B0746PHZKR,2078581,83380
B00LS3WMAE,1580819,120400
168268038X,209861,4764
B0753NPCPW,2044219,92986
B079YWBZDK,456004,22418
1786936275,4120560,109481
B01JX1SN6O,1033707,71823
B01N5D8RD6,368126,63
1613820860,1741857,1264509
B01M0MZ2GY,489326,400
B071J495K9,1273197,30757
1580056776,2873,336
B0184FUC5U,1461191,102275
1631061976,910571,32469
1599328062,1769743,25219
0395307872,694884,32142
140224066X,890361,94646
033053307X,4714351,143622
1909894184,9318804,6133612
B00H6UOV8O,1750006,40248
0867095199,122910,3951
B01N9AGOIX,504749,18085
B000OCXHRW,17813,1112
1973196638,1339008,22758
0451493915,432750,1902
B015OLHJHQ,3066041,2991402
1502717832,6035733,5773178
0316118400,3132,267
B00IS0NVUK,1635740,140199
B00TKND3B6,550437,38163
0679724346,164893,10081
B0757TG7DR,311777,727
B01NBI2R45,608778,34130
1632861011,88550,1206
B00L5K140Y,1371285,95706
0253026911,1836670,39235
0736073876,1234088,60008
1613749201,295470,5603
B00GUTB1Q2,489845,50829
B0746MMYW6,132855,2744
B003SHEFHG,1256999,81371
1530628504,1483620,1400430
1940699142,2690910,56897
0140058508,340193,13413
0819812250,976641,33506
B00AU4O4Q2,2024919,155855
B01L4CICFW,864903,59044
B00BMTJFD6,688647,70681
B01MSX0H6M,2747839,92316
1848317263,2633359,85703
B00ZPTRKSG,4220468,3619195
1476783462,42546,2943
0143122916,34625,701
B009NTHZWA,1872264,229646
B00WARV1R2,507537,34150
B0789QCYNJ,1914315,85036
1535590025,3279470,126455
B074MNW13S,587205,1513
B019CGB2YU,1264153,79352
1590587448,2042686,55838
B07C1XY6DJ,33945,255
B01H14UTSA,46818,46818
B019G1F6GG,3243382,238183
B078P692PC,1187970,71352
